temperatureMax,temperatureMaxTime,windBearing,icon,dewPoint,temperatureMinTime,cloudCover,windSpeed,pressure,apparentTemperatureMinTime,apparentTemperatureHigh,precipType,visibility,humidity,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureMax,uvIndex,time,sunsetTime,temperatureLow,temperatureMin,temperatureHigh,sunriseTime,temperatureHighTime,uvIndexTime,summary,temperatureLowTime,apparentTemperatureMin,apparentTemperatureMaxTime,apparentTemperatureLowTime,moonPhase
14.02,2013-05-22 17:00:00,309,partly-cloudy-day,5.89,2013-05-22 22:00:00,0.74,3.25,1018.45,2013-05-22 22:00:00,14.02,rain,11.68,0.7,2013-05-22 17:00:00,3.51,14.02,4.0,2013-05-21 23:00:00,2013-05-22 19:56:49,6.27,9.58,14.02,2013-05-22 04:00:19,2013-05-22 17:00:00,2013-05-22 11:00:00,Mostly cloudy until evening.,2013-05-23 05:00:00,7.13,2013-05-22 17:00:00,2013-05-23 05:00:00,0.4
9.7,2013-12-19 00:00:00,229,partly-cloudy-day,3.06,2013-12-19 23:00:00,0.36,3.99,1002.06,2013-12-19 23:00:00,5.72,rain,13.89,0.78,2013-12-19 15:00:00,-0.66,7.07,1.0,2013-12-19 00:00:00,2013-12-19 15:53:47,2.63,3.68,8.19,2013-12-19 08:04:01,2013-12-19 13:00:00,2013-12-19 11:00:00,Partly cloudy throughout the day.,2013-12-20 03:00:00,0.55,2013-12-19 00:00:00,2013-12-20 03:00:00,0.57
3.86,2013-03-12 15:00:00,32,wind,-5.54,2013-03-12 04:00:00,0.54,6.81,1008.83,2013-03-12 04:00:00,-1.03,rain,12.34,0.63,2013-03-12 18:00:00,-2.39,-0.56,2.0,2013-03-12 00:00:00,2013-03-12 18:00:38,1.14,-1.89,3.86,2013-03-12 06:22:28,2013-03-12 15:00:00,2013-03-12 11:00:00,Breezy until afternoon and partly cloudy throughout the day.,2013-03-13 06:00:00,-8.88,2013-03-12 22:00:00,2013-03-13 05:00:00,0.03
18.57,2013-10-07 15:00:00,234,fog,12.14,2013-10-07 05:00:00,0.47,2.43,1025.51,2013-10-07 05:00:00,18.57,rain,8.71,0.87,2013-10-07 15:00:00,13.36,18.57,1.0,2013-10-06 23:00:00,2013-10-07 17:26:35,13.36,10.37,18.57,2013-10-07 06:12:14,2013-10-07 15:00:00,2013-10-07 09:00:00,Foggy in the morning.,2013-10-08 06:00:00,10.37,2013-10-07 15:00:00,2013-10-08 06:00:00,0.08
21.66,2013-08-16 17:00:00,215,partly-cloudy-day,15.74,2013-08-16 04:00:00,0.51,3.86,1015.02,2013-08-16 00:00:00,21.73,rain,11.81,0.84,2013-08-16 17:00:00,14.12,21.73,3.0,2013-08-15 23:00:00,2013-08-16 19:23:11,14.12,16.98,21.66,2013-08-16 04:49:05,2013-08-16 17:00:00,2013-08-16 11:00:00,Mostly cloudy until evening.,2013-08-17 04:00:00,16.98,2013-08-16 17:00:00,2013-08-17 04:00:00,0.33
17.53,2013-10-21 14:00:00,194,partly-cloudy-day,13.38,2013-10-21 00:00:00,0.53,4.81,1005.88,2013-10-21 00:00:00,17.53,rain,11.25,0.87,2013-10-21 14:00:00,16.32,17.53,1.0,2013-10-20 23:00:00,2013-10-21 16:56:25,16.32,13.26,17.53,2013-10-21 06:35:58,2013-10-21 14:00:00,2013-10-21 10:00:00,Mostly cloudy until evening.,2013-10-22 05:00:00,13.26,2013-10-21 14:00:00,2013-10-22 05:00:00,0.58
10.36,2013-04-27 14:00:00,6,partly-cloudy-day,1.85,2013-04-27 03:00:00,0.39,2.7,1015.1,2013-04-27 03:00:00,10.36,rain,13.16,0.71,2013-04-27 14:00:00,1.61,10.36,5.0,2013-04-26 23:00:00,2013-04-27 19:17:37,1.61,4.02,10.36,2013-04-27 04:40:49,2013-04-27 14:00:00,2013-04-27 12:00:00,Partly cloudy throughout the day.,2013-04-28 05:00:00,1.82,2013-04-27 14:00:00,2013-04-28 05:00:00,0.56
17.59,2013-06-13 15:00:00,234,wind,10.14,2013-06-13 22:00:00,0.78,6.8,1011.04,2013-06-13 22:00:00,17.59,rain,11.94,0.75,2013-06-13 15:00:00,7.72,17.59,5.0,2013-06-12 23:00:00,2013-06-13 20:19:31,9.13,12.96,17.59,2013-06-13 03:44:16,2013-06-13 15:00:00,2013-06-13 13:00:00,Breezy and mostly cloudy until evening.,2013-06-14 04:00:00,12.96,2013-06-13 15:00:00,2013-06-14 04:00:00,0.15
19.02,2013-10-02 14:00:00,120,fog,13.64,2013-10-02 06:00:00,0.59,3.51,1010.58,2013-10-02 06:00:00,19.1,rain,7.87,0.87,2013-10-02 14:00:00,14.03,19.1,2.0,2013-10-01 23:00:00,2013-10-02 17:37:54,14.03,13.62,19.02,2013-10-02 06:04:01,2013-10-02 14:00:00,2013-10-02 12:00:00,Foggy overnight.,2013-10-03 03:00:00,13.62,2013-10-02 14:00:00,2013-10-03 03:00:00,0.91
24.64,2013-08-02 15:00:00,214,partly-cloudy-day,15.13,2013-08-02 05:00:00,0.42,3.89,1008.75,2013-08-02 05:00:00,24.68,rain,12.67,0.71,2013-08-02 15:00:00,15.36,24.68,4.0,2013-08-01 23:00:00,2013-08-02 19:48:48,15.36,17.41,24.64,2013-08-02 04:27:04,2013-08-02 15:00:00,2013-08-02 11:00:00,Mostly cloudy until evening.,2013-08-03 05:00:00,17.44,2013-08-02 15:00:00,2013-08-03 05:00:00,0.86
16.81,2013-05-08 15:00:00,209,partly-cloudy-day,9.65,2013-05-08 22:00:00,0.52,3.21,1007.4,2013-05-08 22:00:00,16.81,rain,9.8,0.77,2013-05-08 15:00:00,5.0,16.81,4.0,2013-05-07 23:00:00,2013-05-08 19:35:41,7.28,11.33,16.81,2013-05-08 04:20:46,2013-05-08 15:00:00,2013-05-08 12:00:00,Mostly cloudy throughout the day.,2013-05-09 04:00:00,11.33,2013-05-08 15:00:00,2013-05-09 04:00:00,0.95
14.17,2013-10-12 12:00:00,49,partly-cloudy-day,8.53,2013-10-12 20:00:00,0.43,2.36,1018.13,2013-10-12 20:00:00,14.17,rain,10.62,0.83,2013-10-12 12:00:00,7.43,14.17,1.0,2013-10-11 23:00:00,2013-10-12 17:15:30,8.46,8.46,14.17,2013-10-12 06:20:34,2013-10-12 12:00:00,2013-10-12 08:00:00,Mostly cloudy until evening.,2013-10-12 20:00:00,7.6,2013-10-12 12:00:00,2013-10-13 04:00:00,0.27
17.79,2013-05-05 17:00:00,243,partly-cloudy-day,7.17,2013-05-05 04:00:00,0.36,2.26,1021.76,2013-05-05 04:00:00,17.79,rain,12.91,0.68,2013-05-05 17:00:00,10.48,17.79,4.0,2013-05-04 23:00:00,2013-05-05 19:30:50,10.48,6.87,17.79,2013-05-05 04:25:57,2013-05-05 17:00:00,2013-05-05 10:00:00,Mostly cloudy until evening.,2013-05-06 03:00:00,5.5,2013-05-05 17:00:00,2013-05-06 03:00:00,0.85
13.7,2013-09-17 21:00:00,243,partly-cloudy-day,8.37,2013-09-17 01:00:00,0.61,3.33,1000.28,2013-09-17 01:00:00,13.08,rain,11.44,0.84,2013-09-17 11:00:00,10.77,13.7,2.0,2013-09-16 23:00:00,2013-09-17 18:12:37,10.77,8.19,13.08,2013-09-17 05:40:00,2013-09-17 11:00:00,2013-09-17 11:00:00,Mostly cloudy until evening.,2013-09-18 06:00:00,5.6,2013-09-17 21:00:00,2013-09-18 06:00:00,0.43
0.85,2013-01-19 12:00:00,57,partly-cloudy-day,-1.83,2013-01-19 00:00:00,0.84,4.16,997.28,2013-01-19 20:00:00,-2.56,snow,7.53,0.86,2013-01-19 09:00:00,-5.88,-2.56,1.0,2013-01-19 00:00:00,2013-01-19 16:27:55,-0.93,-0.65,0.85,2013-01-19 07:56:43,2013-01-19 12:00:00,2013-01-19 11:00:00,Mostly cloudy throughout the day.,2013-01-20 07:00:00,-5.37,2013-01-19 09:00:00,2013-01-20 04:00:00,0.26
9.61,2013-03-08 15:00:00,54,fog,8.38,2013-03-08 23:00:00,0.83,1.75,997.56,2013-03-08 08:00:00,9.04,rain,1.93,0.96,2013-03-08 17:00:00,4.18,9.04,2.0,2013-03-08 00:00:00,2013-03-08 17:53:47,5.86,8.02,9.61,2013-03-08 06:31:29,2013-03-08 15:00:00,2013-03-08 12:00:00,Foggy throughout the day.,2013-03-09 07:00:00,6.61,2013-03-08 17:00:00,2013-03-09 08:00:00,0.89
23.19,2013-08-29 16:00:00,257,partly-cloudy-day,9.62,2013-08-29 04:00:00,0.31,2.75,1021.8,2013-08-29 04:00:00,23.19,rain,11.65,0.56,2013-08-29 16:00:00,15.34,23.19,4.0,2013-08-28 23:00:00,2013-08-29 18:55:52,15.34,14.16,23.19,2013-08-29 05:09:53,2013-08-29 16:00:00,2013-08-29 12:00:00,Partly cloudy throughout the day.,2013-08-30 05:00:00,14.16,2013-08-29 16:00:00,2013-08-30 05:00:00,0.78
20.4,2013-06-17 15:00:00,69,partly-cloudy-day,9.59,2013-06-17 04:00:00,0.5,4.6,1014.05,2013-06-17 04:00:00,20.4,rain,15.08,0.66,2013-06-17 15:00:00,13.33,20.4,5.0,2013-06-16 23:00:00,2013-06-17 20:21:31,13.33,12.87,20.4,2013-06-17 03:43:53,2013-06-17 15:00:00,2013-06-17 12:00:00,Mostly cloudy throughout the day.,2013-06-18 04:00:00,12.87,2013-06-17 15:00:00,2013-06-18 04:00:00,0.28
8.03,2013-02-01 01:00:00,265,partly-cloudy-day,3.73,2013-02-01 21:00:00,0.49,2.83,1002.38,2013-02-01 21:00:00,4.63,rain,12.5,0.85,2013-02-01 15:00:00,-1.67,5.33,1.0,2013-02-01 00:00:00,2013-02-01 16:50:41,2.9,4.16,7.33,2013-02-01 07:39:55,2013-02-01 15:00:00,2013-02-01 10:00:00,Partly cloudy throughout the day.,2013-02-02 08:00:00,2.49,2013-02-01 02:00:00,2013-02-02 08:00:00,0.68
19.62,2013-10-08 13:00:00,250,partly-cloudy-day,13.79,2013-10-08 06:00:00,0.55,3.13,1024.75,2013-10-08 06:00:00,19.62,rain,10.3,0.85,2013-10-08 13:00:00,13.51,19.62,1.0,2013-10-07 23:00:00,2013-10-08 17:24:20,13.51,13.36,19.62,2013-10-08 06:13:53,2013-10-08 13:00:00,2013-10-08 09:00:00,Mostly cloudy throughout the day.,2013-10-09 07:00:00,13.36,2013-10-08 13:00:00,2013-10-09 07:00:00,0.12
20.19,2013-06-20 18:00:00,102,partly-cloudy-day,14.68,2013-06-20 05:00:00,0.47,1.34,1012.05,2013-06-20 05:00:00,20.2,rain,6.71,0.81,2013-06-20 18:00:00,14.11,20.2,4.0,2013-06-19 23:00:00,2013-06-20 20:22:30,14.11,16.22,20.19,2013-06-20 03:44:07,2013-06-20 18:00:00,2013-06-20 10:00:00,Mostly cloudy until evening.,2013-06-21 04:00:00,16.22,2013-06-20 18:00:00,2013-06-21 04:00:00,0.39
13.28,2013-04-25 23:00:00,329,partly-cloudy-day,3.07,2013-04-26 07:00:00,0.51,3.42,1015.24,2013-04-26 07:00:00,12.06,rain,12.12,0.65,2013-04-26 15:00:00,1.82,13.28,5.0,2013-04-25 23:00:00,2013-04-26 19:15:57,4.02,7.05,12.06,2013-04-26 04:42:47,2013-04-26 15:00:00,2013-04-26 12:00:00,Partly cloudy until evening.,2013-04-27 03:00:00,5.04,2013-04-25 23:00:00,2013-04-27 03:00:00,0.52
17.52,2013-10-19 15:00:00,182,partly-cloudy-day,13.38,2013-10-19 03:00:00,0.52,3.06,1005.58,2013-10-19 03:00:00,17.52,rain,11.31,0.91,2013-10-19 15:00:00,13.18,17.52,1.0,2013-10-18 23:00:00,2013-10-19 17:00:33,13.18,13.21,17.52,2013-10-19 06:32:30,2013-10-19 15:00:00,2013-10-19 10:00:00,Mostly cloudy until evening.,2013-10-19 23:00:00,13.21,2013-10-19 15:00:00,2013-10-19 23:00:00,0.52
7.85,2013-12-06 14:00:00,279,partly-cloudy-day,0.71,2013-12-06 08:00:00,0.38,3.92,1027.65,2013-12-06 06:00:00,5.72,rain,12.67,0.7,2013-12-06 19:00:00,4.02,5.72,1.0,2013-12-06 00:00:00,2013-12-06 15:54:03,6.55,2.73,7.85,2013-12-06 07:51:58,2013-12-06 14:00:00,2013-12-06 12:00:00,Partly cloudy until evening.,2013-12-07 03:00:00,-1.27,2013-12-06 19:00:00,2013-12-07 07:00:00,0.13
3.45,2013-03-10 00:00:00,39,partly-cloudy-day,-0.37,2013-03-10 23:00:00,0.81,5.05,1005.94,2013-03-10 23:00:00,-1.28,rain,12.26,0.82,2013-03-10 07:00:00,-6.92,0.33,2.0,2013-03-10 00:00:00,2013-03-10 17:57:13,-0.4,1.23,3.37,2013-03-10 06:26:59,2013-03-10 12:00:00,2013-03-10 12:00:00,Mostly cloudy throughout the day.,2013-03-11 08:00:00,-4.03,2013-03-10 00:00:00,2013-03-11 08:00:00,0.96
10.13,2013-02-16 13:00:00,190,partly-cloudy-day,1.36,2013-02-16 23:00:00,0.48,1.11,1023.52,2013-02-16 23:00:00,10.13,rain,12.97,0.7,2013-02-16 13:00:00,0.27,10.13,1.0,2013-02-16 00:00:00,2013-02-16 17:18:14,2.16,3.7,10.13,2013-02-16 07:13:41,2013-02-16 13:00:00,2013-02-16 10:00:00,Partly cloudy throughout the day.,2013-02-17 04:00:00,3.7,2013-02-16 13:00:00,2013-02-17 08:00:00,0.21
27.28,2013-07-07 13:00:00,71,partly-cloudy-day,13.97,2013-07-07 04:00:00,0.12,2.5,1031.56,2013-07-07 04:00:00,27.28,rain,10.98,0.66,2013-07-07 13:00:00,14.99,27.28,6.0,2013-07-06 23:00:00,2013-07-07 20:19:20,14.99,14.99,27.28,2013-07-07 03:53:36,2013-07-07 13:00:00,2013-07-07 11:00:00,"Partly cloudy starting in the afternoon, continuing until evening.",2013-07-08 05:00:00,14.99,2013-07-07 13:00:00,2013-07-08 05:00:00,0.97
23.85,2013-08-09 14:00:00,261,partly-cloudy-day,12.55,2013-08-09 06:00:00,0.48,3.0,1018.82,2013-08-09 06:00:00,23.85,rain,12.42,0.67,2013-08-09 14:00:00,14.1,23.85,5.0,2013-08-08 23:00:00,2013-08-09 19:36:36,14.1,15.68,23.85,2013-08-09 04:37:57,2013-08-09 14:00:00,2013-08-09 13:00:00,Mostly cloudy until evening.,2013-08-10 05:00:00,15.72,2013-08-09 14:00:00,2013-08-10 05:00:00,0.08
16.87,2013-05-20 20:00:00,335,cloudy,11.42,2013-05-19 23:00:00,0.81,3.7,1011.37,2013-05-19 23:00:00,16.77,rain,7.31,0.84,2013-05-20 18:00:00,12.44,16.87,4.0,2013-05-19 23:00:00,2013-05-20 19:54:00,12.44,11.38,16.77,2013-05-20 04:02:49,2013-05-20 18:00:00,2013-05-20 11:00:00,Overcast until evening.,2013-05-21 06:00:00,11.38,2013-05-20 20:00:00,2013-05-21 06:00:00,0.33
22.89,2013-07-04 16:00:00,240,partly-cloudy-day,13.32,2013-07-04 03:00:00,0.44,3.97,1019.37,2013-07-04 03:00:00,22.89,rain,11.93,0.76,2013-07-04 16:00:00,12.63,22.89,5.0,2013-07-03 23:00:00,2013-07-04 20:20:58,12.63,12.48,22.89,2013-07-04 03:51:00,2013-07-04 16:00:00,2013-07-04 12:00:00,Mostly cloudy throughout the day.,2013-07-05 05:00:00,12.48,2013-07-04 16:00:00,2013-07-05 05:00:00,0.88
1.22,2013-03-11 00:00:00,47,wind,-4.67,2013-03-11 23:00:00,0.6,8.17,1007.26,2013-03-11 23:00:00,-6.46,snow,10.83,0.73,2013-03-11 10:00:00,-8.88,-4.11,2.0,2013-03-11 00:00:00,2013-03-11 17:58:56,-1.89,-1.57,0.04,2013-03-11 06:24:44,2013-03-11 10:00:00,2013-03-11 12:00:00,Breezy and partly cloudy throughout the day.,2013-03-12 04:00:00,-8.57,2013-03-11 00:00:00,2013-03-12 04:00:00,0.99
4.87,2013-03-30 15:00:00,41,partly-cloudy-day,-2.47,2013-03-30 00:00:00,0.66,3.61,1011.38,2013-03-30 07:00:00,1.53,rain,13.1,0.69,2013-03-30 15:00:00,-2.11,1.53,3.0,2013-03-30 00:00:00,2013-03-30 18:30:51,-1.54,0.94,4.87,2013-03-30 05:41:12,2013-03-30 15:00:00,2013-03-30 12:00:00,Mostly cloudy throughout the day.,2013-03-31 05:00:00,-2.65,2013-03-30 15:00:00,2013-03-31 02:00:00,0.61
16.55,2013-04-16 15:00:00,218,partly-cloudy-day,6.83,2013-04-16 01:00:00,0.4,5.75,1015.5,2013-04-16 02:00:00,16.55,rain,12.52,0.7,2013-04-16 15:00:00,8.26,16.55,4.0,2013-04-15 23:00:00,2013-04-16 18:59:13,9.66,9.63,16.55,2013-04-16 05:03:22,2013-04-16 15:00:00,2013-04-16 11:00:00,Partly cloudy until evening.,2013-04-17 01:00:00,7.26,2013-04-16 15:00:00,2013-04-17 01:00:00,0.19
7.29,2013-11-25 14:00:00,349,partly-cloudy-day,2.08,2013-11-25 08:00:00,0.73,3.33,1037.52,2013-11-25 08:00:00,4.63,rain,12.17,0.77,2013-11-25 14:00:00,1.41,4.63,1.0,2013-11-25 00:00:00,2013-11-25 16:01:22,2.98,4.54,7.29,2013-11-25 07:36:34,2013-11-25 14:00:00,2013-11-25 11:00:00,Mostly cloudy until evening.,2013-11-26 08:00:00,1.89,2013-11-25 14:00:00,2013-11-26 08:00:00,0.74
7.35,2013-03-18 12:00:00,87,partly-cloudy-day,2.21,2013-03-18 03:00:00,0.5,0.73,991.02,2013-03-18 01:00:00,7.06,rain,7.97,0.91,2013-03-18 13:00:00,2.2,7.06,2.0,2013-03-18 00:00:00,2013-03-18 18:10:48,3.33,-0.22,7.35,2013-03-18 06:08:46,2013-03-18 12:00:00,2013-03-18 11:00:00,Mostly cloudy throughout the day.,2013-03-19 05:00:00,-1.32,2013-03-18 13:00:00,2013-03-19 01:00:00,0.22
1.53,2013-03-24 22:00:00,63,partly-cloudy-day,-2.86,2013-03-24 13:00:00,0.83,6.06,1012.85,2013-03-24 13:00:00,-3.54,snow,9.37,0.78,2013-03-24 19:00:00,-4.71,-2.86,2.0,2013-03-24 00:00:00,2013-03-24 18:20:51,0.71,-0.32,1.23,2013-03-24 05:54:58,2013-03-24 19:00:00,2013-03-24 11:00:00,Mostly cloudy throughout the day.,2013-03-25 06:00:00,-6.34,2013-03-24 21:00:00,2013-03-25 08:00:00,0.4
14.28,2013-05-09 14:00:00,214,wind,5.48,2013-05-09 04:00:00,0.47,7.13,1008.69,2013-05-09 04:00:00,14.28,rain,11.97,0.71,2013-05-09 14:00:00,10.18,14.28,4.0,2013-05-08 23:00:00,2013-05-09 19:37:17,10.18,7.28,14.28,2013-05-09 04:19:06,2013-05-09 14:00:00,2013-05-09 10:00:00,Breezy and mostly cloudy throughout the day.,2013-05-09 21:00:00,5.0,2013-05-09 14:00:00,2013-05-09 21:00:00,0.99
13.14,2013-03-06 14:00:00,77,fog,4.95,2013-03-06 04:00:00,0.17,2.41,1000.69,2013-03-06 04:00:00,13.14,rain,8.37,0.72,2013-03-06 14:00:00,6.67,13.14,2.0,2013-03-06 00:00:00,2013-03-06 17:50:19,7.43,7.65,13.14,2013-03-06 06:35:56,2013-03-06 14:00:00,2013-03-06 11:00:00,Foggy overnight.,2013-03-07 03:00:00,6.51,2013-03-06 14:00:00,2013-03-07 05:00:00,0.81
29.2,2013-07-16 14:00:00,187,partly-cloudy-day,13.56,2013-07-16 05:00:00,0.46,0.48,1022.88,2013-07-16 05:00:00,29.2,rain,14.87,0.56,2013-07-16 14:00:00,17.14,29.2,5.0,2013-07-15 23:00:00,2013-07-16 20:11:53,17.14,17.03,29.2,2013-07-16 04:03:18,2013-07-16 14:00:00,2013-07-16 12:00:00,Mostly cloudy throughout the day.,2013-07-17 05:00:00,17.03,2013-07-16 14:00:00,2013-07-17 05:00:00,0.27
1.88,2013-02-11 13:00:00,53,partly-cloudy-day,0.27,2013-02-11 03:00:00,0.87,3.36,999.17,2013-02-11 00:00:00,-1.66,rain,4.36,0.93,2013-02-11 14:00:00,-2.32,-1.66,1.0,2013-02-11 00:00:00,2013-02-11 17:09:03,1.22,0.55,1.88,2013-02-11 07:23:05,2013-02-11 13:00:00,2013-02-11 10:00:00,Mostly cloudy throughout the day.,2013-02-12 08:00:00,-3.92,2013-02-11 14:00:00,2013-02-11 21:00:00,0.05
4.08,2013-03-28 15:00:00,37,partly-cloudy-day,-3.94,2013-03-28 06:00:00,0.5,3.57,1012.3,2013-03-28 05:00:00,0.31,rain,11.64,0.66,2013-03-28 15:00:00,-2.99,0.31,2.0,2013-03-28 00:00:00,2013-03-28 18:27:32,-0.52,-0.89,4.08,2013-03-28 05:45:47,2013-03-28 15:00:00,2013-03-28 10:00:00,Mostly cloudy throughout the day.,2013-03-29 03:00:00,-3.85,2013-03-28 15:00:00,2013-03-29 01:00:00,0.54
25.56,2013-06-19 14:00:00,31,partly-cloudy-day,15.19,2013-06-19 02:00:00,0.31,0.95,1014.65,2013-06-18 23:00:00,25.56,rain,9.82,0.76,2013-06-19 14:00:00,16.22,25.56,6.0,2013-06-18 23:00:00,2013-06-19 20:22:13,16.22,15.81,25.56,2013-06-19 03:43:59,2013-06-19 14:00:00,2013-06-19 11:00:00,Mostly cloudy until evening.,2013-06-20 05:00:00,15.83,2013-06-19 14:00:00,2013-06-20 05:00:00,0.35
9.99,2013-04-08 13:00:00,80,partly-cloudy-day,-0.36,2013-04-08 02:00:00,0.36,4.97,1005.84,2013-04-08 03:00:00,7.18,rain,10.81,0.65,2013-04-08 13:00:00,0.39,7.18,3.0,2013-04-07 23:00:00,2013-04-08 18:45:51,3.45,3.47,9.99,2013-04-08 05:20:51,2013-04-08 13:00:00,2013-04-08 11:00:00,Partly cloudy until evening.,2013-04-09 02:00:00,-0.38,2013-04-08 13:00:00,2013-04-09 02:00:00,0.94
11.95,2013-12-23 22:00:00,199,wind,6.53,2013-12-23 00:00:00,0.58,8.48,998.59,2013-12-23 00:00:00,11.33,rain,9.98,0.84,2013-12-23 15:00:00,5.19,11.95,0.0,2013-12-23 00:00:00,2013-12-23 15:55:37,8.23,5.14,11.33,2013-12-23 08:06:03,2013-12-23 15:00:00,2013-12-23 00:00:00,Overcast until evening and windy throughout the day.,2013-12-24 08:00:00,2.07,2013-12-23 22:00:00,2013-12-24 08:00:00,0.69
19.82,2013-05-07 12:00:00,107,partly-cloudy-day,6.68,2013-05-07 04:00:00,0.16,2.07,1016.51,2013-05-07 04:00:00,19.82,rain,14.19,0.6,2013-05-07 12:00:00,11.72,19.82,5.0,2013-05-06 23:00:00,2013-05-07 19:34:04,11.72,8.63,19.82,2013-05-07 04:22:28,2013-05-07 12:00:00,2013-05-07 11:00:00,"Partly cloudy starting in the afternoon, continuing until evening.",2013-05-08 02:00:00,8.63,2013-05-07 12:00:00,2013-05-08 02:00:00,0.92
23.17,2013-08-03 14:00:00,220,partly-cloudy-day,13.17,2013-08-03 05:00:00,0.34,4.85,1014.89,2013-08-03 05:00:00,23.17,rain,12.71,0.71,2013-08-03 14:00:00,14.79,23.17,4.0,2013-08-02 23:00:00,2013-08-03 19:47:08,14.79,15.36,23.17,2013-08-03 04:28:36,2013-08-03 14:00:00,2013-08-03 11:00:00,Mostly cloudy until evening.,2013-08-04 04:00:00,15.36,2013-08-03 14:00:00,2013-08-04 04:00:00,0.89
20.25,2013-04-23 16:00:00,258,partly-cloudy-day,8.31,2013-04-23 06:00:00,0.46,3.48,1019.23,2013-04-23 06:00:00,20.25,rain,12.5,0.68,2013-04-23 16:00:00,8.49,20.25,5.0,2013-04-22 23:00:00,2013-04-23 19:10:56,9.45,10.02,20.25,2013-04-23 04:48:47,2013-04-23 16:00:00,2013-04-23 12:00:00,Partly cloudy until evening.,2013-04-24 05:00:00,10.02,2013-04-23 16:00:00,2013-04-24 05:00:00,0.41
27.27,2013-07-19 14:00:00,70,partly-cloudy-day,12.44,2013-07-19 05:00:00,0.18,4.26,1025.17,2013-07-19 05:00:00,27.27,rain,15.16,0.57,2013-07-19 14:00:00,16.34,27.27,6.0,2013-07-18 23:00:00,2013-07-19 20:08:36,16.34,15.62,27.27,2013-07-19 04:07:05,2013-07-19 14:00:00,2013-07-19 12:00:00,Partly cloudy until evening.,2013-07-20 04:00:00,15.62,2013-07-19 14:00:00,2013-07-20 04:00:00,0.38
4.96,2013-03-31 13:00:00,67,partly-cloudy-day,-3.57,2013-03-31 05:00:00,0.4,2.8,1014.56,2013-03-31 21:00:00,1.64,rain,12.67,0.68,2013-03-31 13:00:00,-2.38,1.64,3.0,2013-03-31 00:00:00,2013-03-31 18:32:31,1.1,-1.54,4.96,2013-03-31 05:38:55,2013-03-31 13:00:00,2013-03-31 12:00:00,Mostly cloudy until morning.,2013-03-31 23:00:00,-2.33,2013-03-31 13:00:00,2013-04-01 02:00:00,0.65
9.49,2013-02-17 14:00:00,102,partly-cloudy-night,1.91,2013-02-17 04:00:00,0.33,2.79,1021.74,2013-02-17 08:00:00,7.33,rain,7.26,0.84,2013-02-17 14:00:00,-0.63,7.33,1.0,2013-02-17 00:00:00,2013-02-17 17:20:03,2.02,2.16,9.49,2013-02-17 07:11:44,2013-02-17 14:00:00,2013-02-17 10:00:00,Partly cloudy throughout the day.,2013-02-18 07:00:00,0.27,2013-02-17 14:00:00,2013-02-18 07:00:00,0.24
8.38,2013-11-30 14:00:00,330,partly-cloudy-day,2.1,2013-11-30 23:00:00,0.5,3.68,1027.3,2013-11-30 23:00:00,6.01,rain,12.46,0.73,2013-11-30 15:00:00,0.21,6.01,1.0,2013-11-30 00:00:00,2013-11-30 15:57:17,2.43,3.53,8.38,2013-11-30 07:44:02,2013-11-30 14:00:00,2013-11-30 11:00:00,Mostly cloudy until evening.,2013-12-01 02:00:00,2.19,2013-11-30 15:00:00,2013-12-01 01:00:00,0.91
2.82,2013-01-22 23:00:00,85,fog,-1.46,2013-01-22 03:00:00,0.53,3.44,1001.55,2013-01-22 05:00:00,-1.43,rain,6.31,0.88,2013-01-22 13:00:00,-2.53,-1.43,1.0,2013-01-22 00:00:00,2013-01-22 16:32:57,1.38,-3.73,2.82,2013-01-22 07:53:26,2013-01-22 16:00:00,2013-01-22 11:00:00,Foggy in the morning.,2013-01-23 08:00:00,-5.09,2013-01-22 13:00:00,2013-01-22 19:00:00,0.36
18.88,2013-09-26 14:00:00,73,partly-cloudy-day,11.82,2013-09-26 22:00:00,0.51,3.1,1016.43,2013-09-26 22:00:00,18.88,rain,10.07,0.79,2013-09-26 14:00:00,10.58,18.88,2.0,2013-09-25 23:00:00,2013-09-26 17:51:42,10.58,13.12,18.88,2013-09-26 05:54:20,2013-09-26 14:00:00,2013-09-26 11:00:00,Mostly cloudy throughout the day.,2013-09-27 05:00:00,13.12,2013-09-26 14:00:00,2013-09-27 05:00:00,0.73
15.08,2013-11-02 13:00:00,230,wind,8.58,2013-11-02 23:00:00,0.43,4.55,998.6,2013-11-02 23:00:00,15.08,rain,9.46,0.82,2013-11-02 13:00:00,3.89,15.08,1.0,2013-11-02 00:00:00,2013-11-02 16:33:24,7.56,10.27,15.08,2013-11-02 06:57:07,2013-11-02 13:00:00,2013-11-02 10:00:00,Mostly cloudy until afternoon and breezy starting in the evening.,2013-11-03 06:00:00,10.27,2013-11-02 13:00:00,2013-11-03 07:00:00,0.96
11.51,2013-04-12 16:00:00,227,partly-cloudy-day,6.92,2013-04-12 03:00:00,0.54,3.04,997.53,2013-04-12 03:00:00,11.51,rain,11.62,0.87,2013-04-12 16:00:00,3.3,11.51,3.0,2013-04-11 23:00:00,2013-04-12 18:52:31,4.92,7.09,11.51,2013-04-12 05:12:01,2013-04-12 16:00:00,2013-04-12 11:00:00,Partly cloudy throughout the day.,2013-04-13 05:00:00,4.87,2013-04-12 16:00:00,2013-04-13 06:00:00,0.07
